"About the data: Exported on Oct 26, 2022. Criteria: 'plant pollinator agriculture' in full data; Repository is Frontiers or DRYAD or Public Library of Science or The Royal Society or UC Santa Barbara or NERC Environmental Data Service or Iowa State University or Taylor & Francis Group. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,
Rank,Data ID,DOI,Title,Description,Repository,Publication Date,Publication year,Dataset author,Associated publication,Dimensions URL,Source linkout,Fields of Research (ANZSRC 2020),Sustainable Development Goals
112,dataset.17214431,10.25380/iastate.12287951.v2,Improving the outcomes of prairie restorations within croplands database,"This database contains information from Lydia English's Masters Thesis at Iowa State University. The data come from vegetation surveys performed in the summers of 2018 and 2019 on farms across the state of Iowa that have implemented prairie strips. Prairie strips are a farming conservation practice whereby native, prairie habitat is planted within or at the edge of crop fields. By incorporating the deep roots and stiff stems of native prairie vegetation, prairie strips not only provide increased water infiltration, erosion control, and nutrient export from crop fields, but they also provide Iowa with much needed habitat for pollinators, birds, and other native taxa. The database contains 5 tables:i) all_site_info.csv  - General information about each site visited throughout the studyii) strips.csv  - Area and perimeter of each prairie strip ii) quadrats.csv - Anonymized location of all quadrats (sampling points) in every site iv) vegetation.csv - Cover data (species abundance) recorded at every quadrat in every sitev) species_list.csv -  Taxonomic and life-history information for all the plant species identified throughout the study More detailed descriptions of the data collection process can be found in the README file. Descriptions of the variables in each table can be found in data_dictionary.csv.Change log: Phalaris arundinacea was changed from 'native' to 'introduced' and scientific names were updated to reflect current classifications.",Iowa State University,2020-10-05,2020,Lydia English; Matthew Liebman; Jarad Niemi,,https://app.dimensions.ai/details/data_set/dataset.17214431,https://iastate.figshare.com/articles/dataset/Improving_the_outcomes_of_prairie_restorations_within_croplands_database/12287951,31 Biological Sciences; 31 Biological Sciences; 3103 Ecology; 41 Environmental Sciences,
110,dataset.28223659,10.5061/dryad.m0cfxpp3k,Data from: Reduced crop density increases floral resources to pollinators without affecting crop yield in organic and conventional fields,"Effective weed control in agricultural crop fields increases yields, but simultaneously reduces floral resources for pollinators because many weed species provide pollen and nectar. Consequently, efforts to enhance crop yields on organic farms by using effective weed control methods risk compromising positive effects of organic farming on pollinating insects. Thus, it is important to find management strategies that alleviate the trade-off between crop yields and flowering weeds on organic farms. We investigated the relationship between cereal yields, flowering weeds and bumblebees on organic and conventional arable land. We also investigated the potential of adjusting crop sowing density to benefit flowering weed species richness and floral resources to bumblebees without affecting crop yield. Floral resources and species richness of flowering weeds were higher in organic compared to conventional fields and were negatively related to crop yield in organic but not conventional fields (where the variation of floral resources and flowering weed species richness was comparatively low). Bumblebee species richness was higher in organic compared to conventional fields, and abundance was twice as high in organic as in conventional fields, but not significantly so. Yields in organic fields were two thirds of those in conventional fields. When simultaneously testing the effect of farming type (organic vs. conventional), crop yield and floral resources, only floral resources were related significantly to bumblebee abundance and species richness. A lower sowing density of the crop increased floral resources without negatively affecting crop yield. Synthesis and applications. We show that organic farming practices in cereals benefit bumblebees by allowing more flowering weeds, but at a cost in terms of lower yields. However, adjusting crop sowing density provides an opportunity to attain increased floral resources without negatively affecting crop yields. Thus, by increasing floral resources, adjusting crop sowing density may contribute to supporting high bumblebee densities, which in turn sustain pollination services to wild plants and insect-pollinated crops, such as oilseed rape and field beans, in agricultural landscapes. We suggest that sowing strategies have the potential to contribute to ecological intensification by supporting organisms that provide ecosystem services to agriculture.",DRYAD,2021-01-01,2021,"Sidemo-Holm, William; Carrié, Romain; Ekroos, Johan; Lindström, Sandra A.M.; Smith, Henrik G.",,https://app.dimensions.ai/details/data_set/dataset.28223659,http://datadryad.org/stash/dataset/doi:10.5061/dryad.m0cfxpp3k,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3004 Crop and Pasture Production",
107,dataset.8732918,10.1371/journal.pone.0095056,The Bacterial Communities Associated with Honey Bee (<i>Apis mellifera</i>) Foragers,"The honey bee is a key pollinator species in decline worldwide. As part of a commercial operation, bee colonies are exposed to a variety of agricultural ecosystems throughout the year and a multitude of environmental variables that may affect the microbial balance of individuals and the hive. While many recent studies support the idea of a core microbiota in guts of younger in-hive bees, it is unknown whether this core is present in forager bees or the pollen they carry back to the hive. Additionally, several studies hypothesize that the foregut (crop), a key interface between the pollination environment and hive food stores, contains a set of 13 lactic acid bacteria (LAB) that inoculate collected pollen and act in synergy to preserve pollen stores. Here, we used a combination of 454 based 16S rRNA gene sequencing of the microbial communities of forager guts, crops, and corbicular pollen and crop plate counts to show that (1) despite a very different diet, forager guts contain a core microbiota similar to that found in younger bees, (2) corbicular pollen contains a diverse community dominated by hive-specific, environmental or phyllosphere bacteria that are not prevalent in the gut or crop, and (3) the 13 LAB found in culture-based studies are not specific to the crop but are a small subset of midgut or hindgut specific bacteria identified in many recent 454 amplicon-based studies. The crop is dominated by Lactobacillus kunkeei, and Alpha 2.2 (Acetobacteraceae), highly osmotolerant and acid resistant bacteria found in stored pollen and honey. Crop taxa at low abundance include core hindgut bacteria in transit to their primary niche, and potential pathogens or food spoilage organisms seemingly vectored from the pollination environment. We conclude that the crop microbial environment is influenced by worker task, and may function in both decontamination and inoculation.",Public Library of Science,2014-04-16,2014,Vanessa Corby-Harris; Patrick Maes; Kirk E. Anderson,pub.1023168871,https://app.dimensions.ai/details/data_set/dataset.8732918,https://plos.figshare.com/articles/dataset/The_Bacterial_Communities_Associated_with_Honey_Bee_Apis_mellifera_Foragers/1001118,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3004 Crop and Pasture Production; 31 Biological Sciences; 31 Biological Sciences; 3107 Microbiology; 3109 Zoology",2 Zero Hunger
106,dataset.57848827,10.5061/dryad.pk0p2ngps,Dataset: Effect of flower identity and diversity on reducing aphid populations via natural enemy communities,"This dataset contains data from the paper: Zytynska SE, Eicher M, Fahle R, Weisser W. Effect of flower identity and diversity on reducing aphid populations via natural enemy communities. Ecology and Evolution. Floral plantings are often used in agriculture to attract pollinator communities but they also play an important role in recruiting and establishing natural communities for natural pest control. Inconsistent effects of floral plantings for pest control may be a result of an absence of mechanistic insights and a reliance on the idea that simply increasing flower diversity will benefit these services. A more tailored set of flower species may be needed to benefit the natural enemies through provision of nectar and alternative prey. We used an outside pot experiment to investigate the effect of three flower plants (Fagopyrum esculentum, Vicia faba, Trifolium pratense) on reducing aphid pests on four different plant cultivars of barley (Hordeum vulgare), over two years. We grew the four cultivars of barley alone, next to a single flower or next to a mixture of flowers and observed aphid and natural enemy colonisation across the growing season. Aphid populations sizes were reduced on all barley cultivars grown next to a flower with stronger pest suppression when all flowers were present. Each flower species recruited a different community of non-barley aphids that, in turn, varied in their ability to establish the natural enemy populations, and subsequently the ability to reduce barley aphid populations. Overall increased pest suppression in the mixed treatments was a result of numerous weaker interactions between different flower, pest, and natural enemy species, rather than a few dominant interactions. Natural enemy communities could be enhanced by incorporating flower species that vary in their ability to attract and host alternative prey (i.e. non-pest) as well as suitable nectar provisioning. We can use our knowledge of ecological interactions to tailor floral plantings to increase the effectiveness of pest control services.",DRYAD,2021-01-01,2021,"Zytynska, Sharon; Eicher, Moritz; Fahle, Robin; Weisser, Wolfgang",,https://app.dimensions.ai/details/data_set/dataset.57848827,http://datadryad.org/stash/dataset/doi:10.5061/dryad.pk0p2ngps,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3004 Crop and Pasture Production; 41 Environmental Sciences; 4103 Environmental Biotechnology",
106,dataset.7694040,10.3389/fevo.2019.00120.s001,Table_1_Weaver Ants Provide Ecosystem Services to Tropical Tree Crops.DOCX,"Generalist predators bring a complex mix of beneficial and harmful effects to agroecosystems. When these predators feed on herbivorous pests, biological control is improved with the potential to increase crop yield. However, generalists often feed on predators, pollinators, and plants, which might worsen pest outbreaks and reduce fruit set. For example, weaver ants (Oecophylla smaragdina) are major predators of several key, economically-damaging pest insects of tropical fruit and nut crops. Yet the ants also attack other predatory arthropods and important pollinators, while tending trophobiont honeydew producers like mealybugs (Pseudococcidae) that are themselves pests. Finally, ants will supplement their diet with sugars from floral and extrafloral nectaries, a form of plant feeding that presumably carries a physiological cost to the plant. Here, across previously-published experimental studies that compared treatments where ants were present vs. excluded, we summarize the effects of weaver ants on beneficial and pest insects and tree-crop productivity. Our quantitative review revealed nearly ubiquitous benefits of Oecophylla ants for tropical agriculture. Treatments with ants present generally showed lower pest densities and damage from pest insects in the families Coreidae, Miridae, Pentatomidae, and Tephritidae. Pest reduction was seen on cacao (Theobroma cacao), cashew (Anacardium occidentale), and mango (Mangifera indica) trees. The single exception to these pest reductions occurred when ants facilitated the population growth of mealybugs and other honeydew producers. In general, we found that Oecophylla ants provided the valuable ecosystem service of natural pest control to a diversity of tropical tree crops. Despite the potential for the ants to harm other predators or pollinators, evidence for these ecosystem disservices was rare and other beneficial insects co-exist well with this group of ants. Our findings bolster the general finding that ant species that tend herbivores who are not themselves pests can provide broad-reaching benefits to plant productivity. More generally, our findings are consistent with the many cases where non-pest prey bolster densities of polyphagous predators with benefits for biological control despite some degree of plant feeding by the predators.",Frontiers,2019-05-15,2019,Jessa H. Thurman; Tobin D. Northfield; William E. Snyder,pub.1114337874,https://app.dimensions.ai/details/data_set/dataset.7694040,https://frontiersin.figshare.com/articles/dataset/Table_1_Weaver_Ants_Provide_Ecosystem_Services_to_Tropical_Tree_Crops_DOCX/8132387,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3004 Crop and Pasture Production; 41 Environmental Sciences; 41 Environmental Sciences; 4103 Environmental Biotechnology",
104,dataset.57994548,10.3389/fevo.2022.795122.s002,Data_Sheet_2_Grouped SPME Comparison of Floral Scent as a Method of Unlocking Phylogenetic Patterns in Volatiles.PDF,"Global crop production rate has exceeded the availability of pollination services provided by managed honeybees, and habitat loss remains a key factor in the loss of wild pollinators. Revegetation of agricultural land and wild pollination may provide a solution; however, the collection of floral trait data that are correlated to pollinator preferences remains an under studied and complex process. Here, we demonstrate a method for scent analysis, ordination [non-metric dimensional scaling (NMDS)], and clustering outputs that provides a fast and reproducible procedure for a broad grouping of flora based on scent and unlocking characteristic inter-floral patterns. We report the floral profiles of 15 unstudied native Australian plant species and the extent to which they match the commonly cultivated seed crops of Daucus carota L and Brassica rapa L. Through solid-phase microextraction (SPME) paired with gas chromatography–mass spectrometry (GC-MS), we identify a set of inter-family shared, common floral volatiles from these plant species as well as unique and characteristic patterns.",Frontiers,2022-02-11,2022,Adelina Latinovic; David S. Nichols; Vanessa M. Adams; Peter B. McQuillan,pub.1145484043,https://app.dimensions.ai/details/data_set/dataset.57994548,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_2_Grouped_SPME_Comparison_of_Floral_Scent_as_a_Method_of_Unlocking_Phylogenetic_Patterns_in_Volatiles_PDF/19160219,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3004 Crop and Pasture Production; 31 Biological Sciences; 31 Biological Sciences; 3103 Ecology",
104,dataset.57994547,10.3389/fevo.2022.795122.s001,Data_Sheet_1_Grouped SPME Comparison of Floral Scent as a Method of Unlocking Phylogenetic Patterns in Volatiles.PDF,"Global crop production rate has exceeded the availability of pollination services provided by managed honeybees, and habitat loss remains a key factor in the loss of wild pollinators. Revegetation of agricultural land and wild pollination may provide a solution; however, the collection of floral trait data that are correlated to pollinator preferences remains an under studied and complex process. Here, we demonstrate a method for scent analysis, ordination [non-metric dimensional scaling (NMDS)], and clustering outputs that provides a fast and reproducible procedure for a broad grouping of flora based on scent and unlocking characteristic inter-floral patterns. We report the floral profiles of 15 unstudied native Australian plant species and the extent to which they match the commonly cultivated seed crops of Daucus carota L and Brassica rapa L. Through solid-phase microextraction (SPME) paired with gas chromatography–mass spectrometry (GC-MS), we identify a set of inter-family shared, common floral volatiles from these plant species as well as unique and characteristic patterns.",Frontiers,2022-02-11,2022,Adelina Latinovic; David S. Nichols; Vanessa M. Adams; Peter B. McQuillan,pub.1145484043,https://app.dimensions.ai/details/data_set/dataset.57994547,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Grouped_SPME_Comparison_of_Floral_Scent_as_a_Method_of_Unlocking_Phylogenetic_Patterns_in_Volatiles_PDF/19160216,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3004 Crop and Pasture Production; 31 Biological Sciences; 31 Biological Sciences; 3103 Ecology",
104,dataset.57994546,10.3389/fevo.2022.795122.s004,Table_1_Grouped SPME Comparison of Floral Scent as a Method of Unlocking Phylogenetic Patterns in Volatiles.XLSX,"Global crop production rate has exceeded the availability of pollination services provided by managed honeybees, and habitat loss remains a key factor in the loss of wild pollinators. Revegetation of agricultural land and wild pollination may provide a solution; however, the collection of floral trait data that are correlated to pollinator preferences remains an under studied and complex process. Here, we demonstrate a method for scent analysis, ordination [non-metric dimensional scaling (NMDS)], and clustering outputs that provides a fast and reproducible procedure for a broad grouping of flora based on scent and unlocking characteristic inter-floral patterns. We report the floral profiles of 15 unstudied native Australian plant species and the extent to which they match the commonly cultivated seed crops of Daucus carota L and Brassica rapa L. Through solid-phase microextraction (SPME) paired with gas chromatography–mass spectrometry (GC-MS), we identify a set of inter-family shared, common floral volatiles from these plant species as well as unique and characteristic patterns.",Frontiers,2022-02-11,2022,Adelina Latinovic; David S. Nichols; Vanessa M. Adams; Peter B. McQuillan,pub.1145484043,https://app.dimensions.ai/details/data_set/dataset.57994546,https://frontiersin.figshare.com/articles/dataset/Table_1_Grouped_SPME_Comparison_of_Floral_Scent_as_a_Method_of_Unlocking_Phylogenetic_Patterns_in_Volatiles_XLSX/19160225,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3004 Crop and Pasture Production; 31 Biological Sciences; 31 Biological Sciences; 3103 Ecology",
104,dataset.57994534,10.3389/fevo.2022.795122.s003,Data_Sheet_3_Grouped SPME Comparison of Floral Scent as a Method of Unlocking Phylogenetic Patterns in Volatiles.PDF,"Global crop production rate has exceeded the availability of pollination services provided by managed honeybees, and habitat loss remains a key factor in the loss of wild pollinators. Revegetation of agricultural land and wild pollination may provide a solution; however, the collection of floral trait data that are correlated to pollinator preferences remains an under studied and complex process. Here, we demonstrate a method for scent analysis, ordination [non-metric dimensional scaling (NMDS)], and clustering outputs that provides a fast and reproducible procedure for a broad grouping of flora based on scent and unlocking characteristic inter-floral patterns. We report the floral profiles of 15 unstudied native Australian plant species and the extent to which they match the commonly cultivated seed crops of Daucus carota L and Brassica rapa L. Through solid-phase microextraction (SPME) paired with gas chromatography–mass spectrometry (GC-MS), we identify a set of inter-family shared, common floral volatiles from these plant species as well as unique and characteristic patterns.",Frontiers,2022-02-11,2022,Adelina Latinovic; David S. Nichols; Vanessa M. Adams; Peter B. McQuillan,pub.1145484043,https://app.dimensions.ai/details/data_set/dataset.57994534,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_3_Grouped_SPME_Comparison_of_Floral_Scent_as_a_Method_of_Unlocking_Phylogenetic_Patterns_in_Volatiles_PDF/19160222,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3004 Crop and Pasture Production; 31 Biological Sciences; 31 Biological Sciences; 3103 Ecology",
103,dataset.7758633,10.3389/fevo.2018.00210.s003,Table_3_Wild Bee Pollen Diets Reveal Patterns of Seasonal Foraging Resources for Honey Bees.xlsx,"Western honey bees (Apis mellifera) are dominant crop pollinators, and access to summer forage is a critical factor influencing colony health in agricultural landscapes. In many temperate agricultural regions, honey bees forage extensively from non-native plants during the summer, but it is unclear whether the use of these species is due to honey bee preference for these plants or is a result of their relative abundance. The foraging choices made by native bees that have evolved with native plants can reveal the seasonal availability of native plant pollens, and so we quantified the pollen collected by 181 wild bee species native to Michigan. Pollen was also trapped from honey bee colonies during the summer to confirm the peak period of non-native pollen collection in this region. Across the state, the generic richness of native pollens collected by wild bees peaked in May before linearly declining into September. Wild social and solitary bees collected a similar proportion of their pollen from non-native plants from April to July, but during August and September social bees collected a significantly greater proportion from non-natives. At a local scale, honey bees collected the majority of their pollen from non-native plants between 4 July and 21 August, with the same trend seen in both social and solitary bees. Across the region, a significantly greater proportion of the solitary bee species that peak during this time are specialists, most of which collect from native plant species that are little utilized by social bees for pollen, such as Dasiphora, Helianthus, Physalis, and Vernonia. Our results suggest that Michigan has relatively few native flowering resources during the height of the summer, and that many of those which flower during this time are used primarily by specialized solitary bee species rather than the social bee community, including honey bees. As a result, non-native plant species with a late summer flowering phenology fill a forage gap and thus can contribute to the diet of both honey bees and generalist wild bees during this time, despite the well-documented negative impacts of these species on native plant communities.",Frontiers,2018-12-10,2018,Thomas James Wood; Ian Kaplan; Zsofia Szendrei,pub.1110524726,https://app.dimensions.ai/details/data_set/dataset.7758633,https://frontiersin.figshare.com/articles/dataset/Table_3_Wild_Bee_Pollen_Diets_Reveal_Patterns_of_Seasonal_Foraging_Resources_for_Honey_Bees_xlsx/7441700,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3004 Crop and Pasture Production; 31 Biological Sciences; 31 Biological Sciences; 3103 Ecology; 3109 Zoology",
103,dataset.7758620,10.3389/fevo.2018.00210.s002,Table_2_Wild Bee Pollen Diets Reveal Patterns of Seasonal Foraging Resources for Honey Bees.xlsx,"Western honey bees (Apis mellifera) are dominant crop pollinators, and access to summer forage is a critical factor influencing colony health in agricultural landscapes. In many temperate agricultural regions, honey bees forage extensively from non-native plants during the summer, but it is unclear whether the use of these species is due to honey bee preference for these plants or is a result of their relative abundance. The foraging choices made by native bees that have evolved with native plants can reveal the seasonal availability of native plant pollens, and so we quantified the pollen collected by 181 wild bee species native to Michigan. Pollen was also trapped from honey bee colonies during the summer to confirm the peak period of non-native pollen collection in this region. Across the state, the generic richness of native pollens collected by wild bees peaked in May before linearly declining into September. Wild social and solitary bees collected a similar proportion of their pollen from non-native plants from April to July, but during August and September social bees collected a significantly greater proportion from non-natives. At a local scale, honey bees collected the majority of their pollen from non-native plants between 4 July and 21 August, with the same trend seen in both social and solitary bees. Across the region, a significantly greater proportion of the solitary bee species that peak during this time are specialists, most of which collect from native plant species that are little utilized by social bees for pollen, such as Dasiphora, Helianthus, Physalis, and Vernonia. Our results suggest that Michigan has relatively few native flowering resources during the height of the summer, and that many of those which flower during this time are used primarily by specialized solitary bee species rather than the social bee community, including honey bees. As a result, non-native plant species with a late summer flowering phenology fill a forage gap and thus can contribute to the diet of both honey bees and generalist wild bees during this time, despite the well-documented negative impacts of these species on native plant communities.",Frontiers,2018-12-10,2018,Thomas James Wood; Ian Kaplan; Zsofia Szendrei,pub.1110524726,https://app.dimensions.ai/details/data_set/dataset.7758620,https://frontiersin.figshare.com/articles/dataset/Table_2_Wild_Bee_Pollen_Diets_Reveal_Patterns_of_Seasonal_Foraging_Resources_for_Honey_Bees_xlsx/7441697,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3004 Crop and Pasture Production; 31 Biological Sciences; 31 Biological Sciences; 3103 Ecology; 3109 Zoology",
103,dataset.7758611,10.3389/fevo.2018.00210.s001,Table_1_Wild Bee Pollen Diets Reveal Patterns of Seasonal Foraging Resources for Honey Bees.xlsx,"Western honey bees (Apis mellifera) are dominant crop pollinators, and access to summer forage is a critical factor influencing colony health in agricultural landscapes. In many temperate agricultural regions, honey bees forage extensively from non-native plants during the summer, but it is unclear whether the use of these species is due to honey bee preference for these plants or is a result of their relative abundance. The foraging choices made by native bees that have evolved with native plants can reveal the seasonal availability of native plant pollens, and so we quantified the pollen collected by 181 wild bee species native to Michigan. Pollen was also trapped from honey bee colonies during the summer to confirm the peak period of non-native pollen collection in this region. Across the state, the generic richness of native pollens collected by wild bees peaked in May before linearly declining into September. Wild social and solitary bees collected a similar proportion of their pollen from non-native plants from April to July, but during August and September social bees collected a significantly greater proportion from non-natives. At a local scale, honey bees collected the majority of their pollen from non-native plants between 4 July and 21 August, with the same trend seen in both social and solitary bees. Across the region, a significantly greater proportion of the solitary bee species that peak during this time are specialists, most of which collect from native plant species that are little utilized by social bees for pollen, such as Dasiphora, Helianthus, Physalis, and Vernonia. Our results suggest that Michigan has relatively few native flowering resources during the height of the summer, and that many of those which flower during this time are used primarily by specialized solitary bee species rather than the social bee community, including honey bees. As a result, non-native plant species with a late summer flowering phenology fill a forage gap and thus can contribute to the diet of both honey bees and generalist wild bees during this time, despite the well-documented negative impacts of these species on native plant communities.",Frontiers,2018-12-10,2018,Thomas James Wood; Ian Kaplan; Zsofia Szendrei,pub.1110524726,https://app.dimensions.ai/details/data_set/dataset.7758611,https://frontiersin.figshare.com/articles/dataset/Table_1_Wild_Bee_Pollen_Diets_Reveal_Patterns_of_Seasonal_Foraging_Resources_for_Honey_Bees_xlsx/7441694,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3004 Crop and Pasture Production; 31 Biological Sciences; 31 Biological Sciences; 3103 Ecology; 3109 Zoology",
103,dataset.7758601,10.3389/fevo.2018.00210.s004,Table_4_Wild Bee Pollen Diets Reveal Patterns of Seasonal Foraging Resources for Honey Bees.xlsx,"Western honey bees (Apis mellifera) are dominant crop pollinators, and access to summer forage is a critical factor influencing colony health in agricultural landscapes. In many temperate agricultural regions, honey bees forage extensively from non-native plants during the summer, but it is unclear whether the use of these species is due to honey bee preference for these plants or is a result of their relative abundance. The foraging choices made by native bees that have evolved with native plants can reveal the seasonal availability of native plant pollens, and so we quantified the pollen collected by 181 wild bee species native to Michigan. Pollen was also trapped from honey bee colonies during the summer to confirm the peak period of non-native pollen collection in this region. Across the state, the generic richness of native pollens collected by wild bees peaked in May before linearly declining into September. Wild social and solitary bees collected a similar proportion of their pollen from non-native plants from April to July, but during August and September social bees collected a significantly greater proportion from non-natives. At a local scale, honey bees collected the majority of their pollen from non-native plants between 4 July and 21 August, with the same trend seen in both social and solitary bees. Across the region, a significantly greater proportion of the solitary bee species that peak during this time are specialists, most of which collect from native plant species that are little utilized by social bees for pollen, such as Dasiphora, Helianthus, Physalis, and Vernonia. Our results suggest that Michigan has relatively few native flowering resources during the height of the summer, and that many of those which flower during this time are used primarily by specialized solitary bee species rather than the social bee community, including honey bees. As a result, non-native plant species with a late summer flowering phenology fill a forage gap and thus can contribute to the diet of both honey bees and generalist wild bees during this time, despite the well-documented negative impacts of these species on native plant communities.",Frontiers,2018-12-10,2018,Thomas James Wood; Ian Kaplan; Zsofia Szendrei,pub.1110524726,https://app.dimensions.ai/details/data_set/dataset.7758601,https://frontiersin.figshare.com/articles/dataset/Table_4_Wild_Bee_Pollen_Diets_Reveal_Patterns_of_Seasonal_Foraging_Resources_for_Honey_Bees_xlsx/7441703,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3004 Crop and Pasture Production; 31 Biological Sciences; 31 Biological Sciences; 3103 Ecology; 3109 Zoology",
103,dataset.8739105,10.1371/journal.pone.0094482,Pesticide Residues and Bees – A Risk Assessment,"Bees are essential pollinators of many plants in natural ecosystems and agricultural crops alike. In recent years the decline and disappearance of bee species in the wild and the collapse of honey bee colonies have concerned ecologists and apiculturalists, who search for causes and solutions to this problem. Whilst biological factors such as viral diseases, mite and parasite infections are undoubtedly involved, it is also evident that pesticides applied to agricultural crops have a negative impact on bees. Most risk assessments have focused on direct acute exposure of bees to agrochemicals from spray drift. However, the large number of pesticide residues found in pollen and honey demand a thorough evaluation of all residual compounds so as to identify those of highest risk to bees. Using data from recent residue surveys and toxicity of pesticides to honey and bumble bees, a comprehensive evaluation of risks under current exposure conditions is presented here. Standard risk assessments are complemented with new approaches that take into account time-cumulative effects over time, especially with dietary exposures. Whilst overall risks appear to be low, our analysis indicates that residues of pyrethroid and neonicotinoid insecticides pose the highest risk by contact exposure of bees with contaminated pollen. However, the synergism of ergosterol inhibiting fungicides with those two classes of insecticides results in much higher risks in spite of the low prevalence of their combined residues. Risks by ingestion of contaminated pollen and honey are of some concern for systemic insecticides, particularly imidacloprid and thiamethoxam, chlorpyrifos and the mixtures of cyhalothrin and ergosterol inhibiting fungicides. More attention should be paid to specific residue mixtures that may result in synergistic toxicity to bees.",Public Library of Science,2014-04-09,2014,Francisco Sanchez-Bayo; Koichi Goka,pub.1032369274,https://app.dimensions.ai/details/data_set/dataset.8739105,https://plos.figshare.com/articles/dataset/_Pesticide_Residues_and_Bees_8211_A_Risk_Assessment_/993463,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3004 Crop and Pasture Production",
102,dataset.24597885,10.3389/fpls.2020.592881.s001,Table_1_Human-Mediated Land Use Change Drives Intraspecific Plant Trait Variation.docx,"In the Anthropocene, more than three quarters of ice-free land has experienced some form of human-driven habitat modification, with agriculture dominating 40% of the Earth’s surface. This land use change alters the quality, availability, and configuration of habitat resources, affecting the community composition of plants and insects, as well as their interactions with each other. Landscapes dominated by agriculture are known to support a lower abundance and diversity of pollinators and frequently larger populations of key herbivore pests. In turn, insect communities subsidized by agriculture may spill into remaining natural habitats with consequences for wild plants persisting in (semi) natural habitats. Adaptive responses by wild plants may allow them to persist in highly modified landscapes; yet how landscape-mediated variation in insect communities affects wild plant traits related to reproduction and defense remains largely unknown. We synthesize the evidence for plant trait changes across land use gradients and propose potential mechanisms by which landscape-mediated changes in insect communities may be driving these trait changes. Further, we present results from a common garden experiment on three wild Brassica species demonstrating variation in both defensive and reproductive traits along an agricultural land use gradient. Our framework illustrates the potential for plant adaptation under land use change and predicts how defense and reproduction trait expression may shift in low diversity landscapes. We highlight areas of future research into plant population and community effects of land use change.",Frontiers,2021-01-14,2021,Hayley Schroeder; Heather Grab; André Kessler; Katja Poveda,pub.1134547652,https://app.dimensions.ai/details/data_set/dataset.24597885,https://frontiersin.figshare.com/articles/dataset/Table_1_Human-Mediated_Land_Use_Change_Drives_Intraspecific_Plant_Trait_Variation_docx/13571765,"30 Agricultural, Veterinary and Food Sciences; 31 Biological Sciences; 31 Biological Sciences; 3103 Ecology; 41 Environmental Sciences; 41 Environmental Sciences; 4101 Climate Change Impacts and Adaptation; 4102 Ecological Applications",2 Zero Hunger
